date,PV1-0.time-based_0-pv_gen,Wind1-0.time-based_0-wind_gen,Controller1-0.time-based_0-dump,Controller1-0.time-based_0-flow2b,Controller1-0.time-based_0-res_load,EV1-0.time-based_0-soc,EV2-0.time-based_0-soc,EV3-0.time-based_0-soc,EV4-0.time-based_0-soc,EV5-0.time-based_0-soc,Battery1-0.time-based_0-soc,EV1-0.time-based_0-demand,EV2-0.time-based_0-demand,EV3-0.time-based_0-demand,EV4-0.time-based_0-demand,EV5-0.time-based_0-demand,CSV_EV_presence-0.time-based_0-ev1,CSV_EV_presence-0.time-based_0-ev3,CSV_EV_presence-0.time-based_0-ev4,CSV_EV_presence-0.time-based_0-ev5,CSV_EV_presence-0.time-based_0-ev2
2012-07-01,0.0,0.08935559732555208,-0.0,0.08935559732555208,-0.08935559732555208,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 00:15:00,0.0,0.06955216695311678,-0.0,0.06955216695311678,-0.06955216695311678,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 00:30:00,0.0,0.10323548624672615,-0.0,0.10323548624672615,-0.10323548624672615,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 00:45:00,0.0,0.10323548624672615,-0.0,0.10323548624672615,-0.10323548624672615,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 01:00:00,0.0,0.14349225108213307,-0.0,0.14349225108213307,-0.14349225108213307,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 01:15:00,0.0,0.14923127429125843,-0.0,0.14923127429125843,-0.14923127429125843,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 01:30:00,0.0,0.12353856826387925,-0.0,0.12353856826387925,-0.12353856826387925,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 01:45:00,0.0,0.12200711595145067,-0.0,0.12200711595145067,-0.12200711595145067,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 02:00:00,0.0,0.10008462390801255,-0.0,0.10008462390801255,-0.10008462390801255,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 02:15:00,0.0,0.12048837271360044,-0.0,0.12048837271360044,-0.12048837271360044,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 02:30:00,0.0,0.07790453513609542,-0.0,0.07790453513609542,-0.07790453513609542,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 02:45:00,0.0,0.06781922023910926,-0.0,0.06781922023910926,-0.06781922023910926,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 03:00:00,0.0,0.06611530042382995,-0.0,0.06611530042382995,-0.06611530042382995,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 03:15:00,0.0,0.06085496215516297,-0.0,0.06085496215516297,-0.06085496215516297,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 03:30:00,0.0,0.07677912598878121,-0.0,0.07677912598878121,-0.07677912598878121,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 03:45:00,0.0,0.08095927365752871,-0.0,0.08095927365752871,-0.08095927365752871,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 04:00:00,0.0,0.07677912598878121,-0.0,0.07677912598878121,-0.07677912598878121,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 04:15:00,0.0,0.06645377400264914,-0.0,0.06645377400264914,-0.06645377400264914,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 04:30:00,0.0,0.08251614052343939,-0.0,0.08251614052343939,-0.08251614052343939,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 04:45:00,0.0,0.07752818537698983,-0.0,0.07752818537698983,-0.07752818537698983,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 05:00:00,0.0,0.08935559732555208,-0.0,0.08935559732555208,-0.08935559732555208,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 05:15:00,3.0984428067558967,0.10831932756906675,2.8867621343249636,0.32000000000000006,-3.2067621343249635,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 05:30:00,2.559892001326468,0.06377811108839015,2.303670112414858,0.32000000000000006,-2.623670112414858,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 05:45:00,3.366105538412412,0.05204578119217298,3.098151319604585,0.32000000000000006,-3.418151319604585,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 06:00:00,5.243520076231852,0.09143677856683523,5.014956854798687,0.32000000000000006,-5.334956854798687,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 06:15:00,2.9585389846729004,0.10691664877803644,2.745455633450937,0.32000000000000006,-3.065455633450937,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 06:30:00,6.173597659928834,0.05204578119217298,5.905643441121007,0.32000000000000006,-6.225643441121007,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 06:45:00,11.912994405914636,0.03244372002647193,11.625438125941107,0.32000000000000006,-11.945438125941108,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 07:00:00,15.236208966940243,0.029391497496474583,14.945600464436717,0.32000000000000006,-15.265600464436718,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 07:15:00,12.438528476366095,0.023027024705232428,12.141555501071327,0.32000000000000006,-12.461555501071327,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 07:30:00,14.961875852133929,0.024740517186381775,14.66661636932031,0.32000000000000006,-14.986616369320311,0,0,0,0,0,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 07:45:00,16.410589186175173,0.03202509657729851,5.122614282752471,0.32000000000000006,-5.442614282752471,0,4.583333333333333,0,0,0,50,0,11,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 08:00:00,20.896409221160415,0.0441305934070254,9.62053981456744,0.32000000000000006,-9.94053981456744,0,9.166666666666666,0,0,0,50,0,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 08:15:00,22.597274929123728,0.037988061983232145,11.315262991106959,0.32000000000000006,-11.63526299110696,0,13.75,0,0,0,50,0,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 08:30:00,21.722206100161983,0.03892987240041636,10.4411359725624,0.32000000000000006,-10.7611359725624,0,18.333333333333332,0,0,0,50,0,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 08:45:00,26.104644058769402,0.02861123353837423,3.813255292307776,0.32000000000000006,-4.133255292307776,4.583333333333333,22.916666666666664,0,0,0,50,11,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 09:00:00,22.541565052074045,0.03437270160081342,0.25593775367485727,0.32000000000000006,-0.5759377536748573,9.166666666666666,27.499999999999996,0,0,0,50,11,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 09:15:00,29.7502532966623,0.03202509657729851,7.4622783932396,0.32000000000000006,-7.782278393239601,13.75,32.08333333333333,0,0,0,50,11,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 09:30:00,31.084888115785787,0,8.764888115785787,0.32000000000000006,-9.084888115785787,18.333333333333332,36.666666666666664,0,0,0,50,11,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 09:45:00,29.102462812087595,0,6.782462812087594,0.32000000000000006,-7.102462812087595,22.916666666666664,41.25,0,0,0,50,11,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 10:00:00,27.636101637299884,0,5.316101637299884,0.32000000000000006,-5.636101637299884,27.499999999999996,45.833333333333336,0,0,0,50,11,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 10:15:00,25.843806426417263,0.017100250742692776,3.540906677159956,0.32000000000000006,-3.8609066771599565,32.08333333333333,50.41666666666667,0,0,0,50,11,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 10:30:00,34.312472906733994,0,11.992472906733994,0.32000000000000006,-12.312472906733994,36.666666666666664,55.00000000000001,0,0,0,50,11,11,0,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 10:45:00,45.03283469971763,0,11.712834699717632,0.32000000000000006,-12.032834699717633,41.25,59.58333333333334,4.583333333333333,0,0,50,11,11,11,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 11:00:00,34.55140028093853,0,1.2314002809385303,0.32000000000000006,-1.5514002809385303,45.833333333333336,64.16666666666667,9.166666666666666,0,0,50,11,11,11,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 11:15:00,33.18771439205564,0,-0.0,0.18771439205563922,-0.18771439205563922,50.41666666666667,68.75,13.75,0,0,50,11,11,11,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 11:30:00,30.611237128440784,0,-2.0687628715592155,-0.32000000000000006,2.3887628715592157,55.00000000000001,73.33333333333333,18.333333333333332,0,0,50,11,11,11,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 11:45:00,42.11037078987801,0,8.790370789878011,0.32000000000000006,-9.110370789878012,59.58333333333334,77.91666666666666,22.916666666666664,0,0,50,11,11,11,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 12:00:00,47.1270270229879,0,13.807027022987903,0.32000000000000006,-14.127027022987903,64.16666666666667,82.49999999999999,27.499999999999996,0,0,50,11,11,11,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 12:15:00,31.607789038694435,0.024916396984230618,-1.0472945643213338,-0.32000000000000006,1.367294564321334,68.75,87.08333333333331,32.08333333333333,0,0,50,11,11,11,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 12:30:00,38.35037028919076,0.02092028737164792,5.051290576562401,0.32000000000000006,-5.3712905765624015,73.33333333333333,91.66666666666664,36.666666666666664,0,0,50,11,11,11,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 12:45:00,44.596828124290596,0,11.276828124290596,0.32000000000000006,-11.596828124290596,77.91666666666666,96.24999999999997,41.25,0,0,50,11,11,11,0,0,1.0,1.0,0.0,1.0,1.0
2012-07-01 13:00:00,44.672629171788095,0.03459163535007315,2.3872208071380996,0.32000000000000006,-2.7072208071381,82.49999999999999,100,45.833333333333336,0,4.583333333333333,50,11,9.000000000000068,11,0,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 13:15:00,44.76875830980962,0.03988712198968085,11.488645431799299,0.32000000000000006,-11.808645431799299,87.08333333333331,100,50.41666666666667,0,9.166666666666666,50,11,0,11,0,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 13:30:00,40.2056758337486,0,6.8856758337486,0.32000000000000006,-7.2056758337486,91.66666666666664,100,55.00000000000001,0,13.75,50,11,0,11,0,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 13:45:00,39.917756008077696,0.04622754625683029,-3.716016445665474,-0.32000000000000006,4.036016445665474,96.24999999999997,100,59.58333333333334,4.583333333333333,18.333333333333332,50,11,0,11,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 14:00:00,34.76933263652672,0.02617094968052594,-6.884496413792824,-0.32000000000000006,7.204496413792825,100,100,64.16666666666667,9.166666666666666,22.916666666666664,50,9.000000000000068,0,11,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 14:15:00,26.349098666747672,0.06444016234766108,-6.26646117090467,-0.32000000000000006,6.58646117090467,100,100,68.75,13.75,27.499999999999996,50,0,0,11,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 14:30:00,33.05191960242725,0.06377811108839015,-0.0,0.11569771351563674,-0.11569771351563674,100,100,73.33333333333333,18.333333333333332,32.08333333333333,50,0,0,11,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 14:45:00,39.512607881174056,0.06117525077418445,6.253783131948239,0.32000000000000006,-6.57378313194824,100,100,77.91666666666666,22.916666666666664,36.666666666666664,50,0,0,11,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 15:00:00,46.7923784091164,0.09355002668610514,13.565928435802505,0.32000000000000006,-13.885928435802505,100,100,82.49999999999999,27.499999999999996,41.25,50,0,0,11,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 15:15:00,31.920327338642824,0.07866088459069404,-0.6810117767664787,-0.32000000000000006,1.0010117767664788,100,100,87.08333333333331,32.08333333333333,45.833333333333336,50,0,0,11,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 15:30:00,21.28727448298821,0.0805731410490409,-11.312152375962746,-0.32000000000000006,11.632152375962747,100,100,91.66666666666664,36.666666666666664,50.41666666666667,50,0,0,11,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 15:45:00,26.56957359468557,0.08409283982177836,-6.026333565492653,-0.32000000000000006,6.346333565492653,100,100,96.24999999999997,41.25,55.00000000000001,50,0,0,11,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 16:00:00,40.2636752634709,0.072385869563289,9.016061133034121,0.32000000000000006,-9.336061133034121,100,100,100,45.833333333333336,59.58333333333334,50,0,0,9.000000000000068,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 16:15:00,35.9411656679424,0.1018771421209493,13.723042810063347,0.32000000000000006,-14.043042810063348,100,100,100,50.41666666666667,64.16666666666667,50,0,0,0,11,11,1.0,1.0,1.0,1.0,1.0
2012-07-01 16:30:00,28.51395962198981,0.09526387808093471,6.289223500070744,0.32000000000000006,-6.609223500070744,100,100,100,55.00000000000001,68.75,50,0,0,0,11,11,0.0,1.0,1.0,1.0,1.0
2012-07-01 16:45:00,23.950016299770056,0.11502752493125848,1.7450438247013127,0.32000000000000006,-2.0650438247013128,100,100,100,59.58333333333334,73.33333333333333,50,0,0,0,11,11,0.0,1.0,1.0,1.0,1.0
2012-07-01 17:00:00,17.625357682778237,0.09963980400961645,-3.955002513212147,-0.32000000000000006,4.275002513212147,100,100,100,64.16666666666667,77.91666666666666,50,0,0,0,11,11,0.0,1.0,1.0,1.0,1.0
2012-07-01 17:15:00,16.829208857924637,0.09397654590936394,-4.756814596165999,-0.32000000000000006,5.076814596165999,100,100,100,68.75,82.49999999999999,50,0,0,0,11,11,0.0,1.0,1.0,1.0,1.0
2012-07-01 17:30:00,20.25587983661525,0.10926122951250825,-1.3148589338722412,-0.32000000000000006,1.6348589338722412,100,100,100,73.33333333333333,87.08333333333331,50,0,0,0,11,11,0.0,1.0,1.0,1.0,1.0
2012-07-01 17:45:00,21.291835843947542,0.14405941347483756,-0.24410474257761927,-0.32000000000000006,0.5641047425776193,100,100,100,77.91666666666666,91.66666666666664,50,0,0,0,11,11,0.0,1.0,1.0,1.0,1.0
2012-07-01 18:00:00,32.07189277012317,0.1557187014952146,9.907611471618385,0.32000000000000006,-10.227611471618385,100,100,100,82.49999999999999,96.24999999999997,50,0,0,0,11,11,0.0,1.0,1.0,1.0,1.0
2012-07-01 18:15:00,17.85052074433981,0.1474937996425529,-1.681985456017703,-0.32000000000000006,2.001985456017703,100,100,100,87.08333333333331,100,50,0,0,0,11,9.000000000000068,0.0,1.0,1.0,1.0,1.0
2012-07-01 18:30:00,14.284751617706343,0.0906004717739021,3.0553520894802446,0.32000000000000006,-3.375352089480245,100,100,100,91.66666666666664,100,50,0,0,0,11,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 18:45:00,10.992924903970641,0.10645179443568713,-0.0,0.09937669840632779,-0.09937669840632779,100,100,100,96.24999999999997,100,50,0,0,0,11,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 19:00:00,9.543285734713274,0.12663981193038068,0.3499255466435882,0.32000000000000006,-0.6699255466435883,100,100,100,100,100,50,0,0,0,9.000000000000068,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 19:15:00,10.968720052826006,0.13085494387656488,10.779574996702571,0.32000000000000006,-11.099574996702572,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 19:30:00,9.925077860075945,0.1457698636885718,9.750847723764515,0.32000000000000006,-10.070847723764516,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 19:45:00,3.9911600838343957,0.13900844773034254,3.810168531564738,0.32000000000000006,-4.130168531564738,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 20:00:00,2.5317379885473223,0.125600365878274,2.3373383544255963,0.32000000000000006,-2.657338354425596,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 20:15:00,1.733963042702417,0.10598828945187323,1.5199513321542903,0.32000000000000006,-1.8399513321542904,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 20:30:00,1.0679546394298036,0.1362540679854143,0.8842087074152178,0.32000000000000006,-1.204208707415218,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 20:45:00,0.6678780469346938,0.1648643957407213,0.512742442675415,0.32000000000000006,-0.8327424426754151,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 21:00:00,0.2674067586105212,0.16548652488097673,0.11289328349149785,0.32000000000000006,-0.4328932834914979,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 21:15:00,0.0,0.13407694728688332,-0.0,0.13407694728688332,-0.13407694728688332,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 21:30:00,0.0,0.13085494387656488,-0.0,0.13085494387656488,-0.13085494387656488,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 21:45:00,0.0,0.13245941452951032,-0.0,0.13245941452951032,-0.13245941452951032,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 22:00:00,0.0,0.13192314224862794,-0.0,0.13192314224862794,-0.13192314224862794,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 22:15:00,0.0,0.11848305987510913,-0.0,0.11848305987510913,-0.11848305987510913,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0
2012-07-01 22:30:00,0.0,0.09270086372282321,-0.0,0.09270086372282321,-0.09270086372282321,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 22:45:00,0.0,0.06611530042382995,-0.0,0.06611530042382995,-0.06611530042382995,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 23:00:00,0.0,0.072385869563289,-0.0,0.072385869563289,-0.072385869563289,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 23:15:00,0.0,0.06955216695311678,-0.0,0.06955216695311678,-0.06955216695311678,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
2012-07-01 23:30:00,0.0,0.08251614052343939,-0.0,0.08251614052343939,-0.08251614052343939,100,100,100,100,100,50,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0
